_c0,Title,Organization,Skills,Ratings,Number of Reviews,Difficulty,Min Duration (Months),Max Duration (Months)
398,Exploratory Data Analysis With Python and Pandas,Coursera Project Network,"Data Analysis, Exploratory Data Analysis, Python Programming",4.5,39000,Beginner - Guided Project,,
399,Methods and Statistics in Social Sciences,University of Amsterdam,"Probability & Statistics, Statistical Tests, General Statistics, Statistical Analysis, Correlation And Dependence, Statistical Programming, Basic Descriptive Statistics, Research and Design, Data Analysis, Regression, Adaptability, Computational Thinking, Critical Thinking, People Analysis, Theoretical Computer Science, Writing, Probability Distribution, Problem Solving, R Programming, Experiment, Mathematical Theory & Analysis, Computer Programming",4.6,7000,Beginner - Specialization,3,6
400,Research Data Management and Sharing,The University of North Carolina at Chapel Hill,"Data Management, Leadership and Management, Planning, Clinical Data Management, Data Analysis, Data Warehousing, Databases, Regulations and Compliance, Research and Design, Database Administration",4.7,66000,Mixed - Course,1,3
401,"Decisions, Decisions: Dashboards and Reports",Google,"Business Intelligence, Data Model, Data Visualization, Tableau Software",4.8,42000,Advanced - Course,1,3
402,Linear Algebra for Data Science Using Python,Howard University,"Mathematics, Algebra",3.9,28000,Beginner - Specialization,3,6
403,Get Started with Python,Google,"Computer Programming, Data Visualization, Python Programming",4.8,76000,Advanced - Course,1,3
404,Foundations of Business Intelligence,Google,"Business Intelligence, Data Analysis, Leadership and Management",4.8,78000,Advanced - Course,1,4
409,Data Analysis Using Pyspark,Coursera Project Network,"Data Analysis, Python Programming",4.5,27000,Intermediate - Guided Project,,
411,Julia for Beginners in Data Science,Coursera Project Network,"Data Analysis, Exploratory Data Analysis, Data Science",4.4,47000,Beginner - Guided Project,,
412,Python Data Products for Predictive Analytics,University of California San Diego,"Machine Learning, Data Analysis, Machine Learning Algorithms, Probability & Statistics, Regression, Computer Programming, Exploratory Data Analysis, Python Programming, Statistical Programming, Programming Principles, Algorithms, General Statistics, Other Web Frameworks, Statistical Machine Learning, Data Visualization",4.2,23000,Intermediate - Specialization,3,6
413,Materials Data Sciences and Informatics,Georgia Institute of Technology,"Data Analysis, Database Application, Statistical Analysis",4.5,32000,Intermediate - Course,1,3
414,Data Visualization & Dashboarding with R,Johns Hopkins University,"Data Visualization, R Programming, Statistical Programming, Data Analysis, Data Visualization Software, Computer Programming, Data Structures, Exploratory Data Analysis, Programming Principles, Statistical Visualization, Interactive Data Visualization",4.8,35000,Beginner - Specialization,3,6
415,Neuroscience and Neuroimaging,Johns Hopkins University,"Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",4.6,3000,Intermediate - Specialization,3,6
417,SQL: A Practical Introduction for Querying Databases,IBM,"Computational Thinking, Data Analysis, Data Analysis Software, Data Management, Data Structures, Database Administration, Database Theory, Databases, Professional Development, Python Programming, SQL",4.6,19000,Beginner - Course,1,3
418,تحليلات البيانات من Google,Google,"Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",4.7,17000,Beginner - Professional Certificate,3,6
419,"GIS, Mapping, and Spatial Analysis",University of Toronto,"ArcGIS, Data Analysis, Data Visualization, Geovisualization, Spatial Analysis, Spatial Data Analysis, GIS Software, Data Analysis Software, Data Visualization Software, Data Management, Databases, Geostatistics, Statistical Analysis, Mergers & Acquisitions",4.9,2000,Beginner - Specialization,3,6
420,SAS Visual Business Analytics,SAS,"Data Analysis, Data Visualization, SAS (Software), Business Analysis, Interactive Data Visualization, Data Analysis Software, Data Management, Statistical Programming, Statistical Visualization, Data Visualization Software, Business Intelligence, Exploratory Data Analysis, Data Structures, Statistical Analysis, Visualization (Computer Graphics), Basic Descriptive Statistics, Computer Graphics, Network Analysis, Algorithms, Forecasting",4.7,1000,Beginner - Professional Certificate,3,6
421,Python for Genomic Data Science,Johns Hopkins University,"Python Programming, Computer Programming, Bioinformatics",4.3,1000,Mixed - Course,1,4
422,Estadística y probabilidad,Universidad Nacional Autónoma de México,"General Statistics, Probability & Statistics, Probability Distribution, Basic Descriptive Statistics, Statistical Tests, Statistical Visualization, Data Analysis, Statistical Analysis, Data Visualization, Mathematics",4.6,1000,Beginner - Course,1,4
423,Introduction to Clinical Data Science,University of Colorado System,"Clinical Data Management, Data Analysis, Data Management, Data Analysis Software, Databases, Leadership and Management, SQL",4.6,38000,Intermediate - Course,1,4
424,Python 3 Programming,University of Michigan,"Python Programming, Computer Programming, Problem Solving",4.7,21000,Beginner - Specialization,3,6
425,Data Analysis Using Python,University of Pennsylvania,"Data Analysis, Python Programming, Computer Programming, Data Analysis Software, Data Management, Data Structures, Data Visualization, Exploratory Data Analysis, Programming Principles, Problem Solving, Data Science",4.5,36000,Beginner - Course,1,4
426,The Nature of Data and Relational Database Design,"University of California, Irvine","Data Model, Databases, Data Management, Database Design, Extract, Transform, Load, Business Analysis, Business Intelligence, Data Analysis, Data Structures, SQL, Basic Descriptive Statistics, Statistical Analysis",4.5,87000,Beginner - Course,1,4
427,Virtual Reality,University of London,"Virtual Reality, Human Computer Interaction, Computer Graphics, Interactive Design, User Experience, User Experience Design, Visualization (Computer Graphics), Computer Graphic Techniques, Visual Design, Graphic Design, Critical Thinking, Graphics Software, Human Learning, Scientific Visualization, Computer Programming",4.7,,Beginner - Specialization,3,6
428,R Programming,Johns Hopkins University,"Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Data Analysis, Data Structures, Problem Solving, Programming Principles, R Programming, Statistical Programming, General Statistics",4.5,22000,Intermediate - Course,1,4
429,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,General Statistics,4.9,1000,Beginner - Course,1,3
432,Essential Causal Inference Techniques for Data Science,Coursera Project Network,Regression,4.5,33000,Beginner - Guided Project,,
433,Computational Neuroscience,University of Washington,"Mathematics, Computer Programming, Mathematical Theory & Analysis, Probability & Statistics, Python Programming, Computational Logic, Data Analysis, Artificial Neural Networks, Linear Algebra, Machine Learning, Human Learning",4.6,,Beginner - Course,1,3
434,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,"Emotional Intelligence, Communication",4.5,1000,Beginner - Course,1,3
435,Analytics for Decision Making,University of Minnesota,"Data Analysis, Decision Making, Business Analysis, Statistical Analysis, Probability & Statistics, General Statistics, Mathematics, Spreadsheet Software, Mathematical Theory & Analysis, Algebra, Forecasting, Linear Algebra, Microsoft Excel, Plot (Graphics), Probability Distribution, Regression, Leadership and Management, Statistical Machine Learning, Basic Descriptive Statistics, Generally Accepted Accounting Principles (GAAP), Strategy and Operations, Operations Management",4.7,18000,Beginner - Specialization,3,6
436,Narrative Economics,Yale University,"Critical Thinking, Storytelling",4.8,37000,Beginner - Course,1,4
437,Julia Scientific Programming,University of Cape Town,"Computer Programming, Mathematics, Other Programming Languages, Computational Thinking, Data Visualization, Programming Principles",4.4,42000,Beginner - Course,1,4
438,Introduction to Artificial Intelligence (AI),IBM,"Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Big Data, Data Science",4.7,12000,Beginner - Course,1,4
439,NLP: Twitter Sentiment Analysis,Coursera Project Network,"Machine Learning, Natural Language Processing, Python Programming",4.6,35000,Beginner - Guided Project,,
440,Ciclo completo del desarrollo de un proyecto de Data Science,Coursera Project Network,Machine Learning,4.8,32000,Beginner - Guided Project,,
441,Statistical Inference for Estimation in Data Science,University of Colorado Boulder,"General Statistics, Probability & Statistics, Probability Distribution, Estimation, Calculus, Statistical Tests",4.1,53000,Intermediate - Course,1,3
442,"Sequences, Time Series and Prediction",DeepLearning.AI,"Machine Learning, Forecasting, Tensorflow, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Data Visualization, Machine Learning Algorithms, Statistical Analysis",4.7,4000,Intermediate - Course,1,4
